name,start_date,end_date,tours,time_control,white,black,date,result,id,series_no,Tournment_serial,concatenate
tournament_1,2014-01-08,2014-01-17,9,rapid,毛均承,余冬春,2014-01-10,1.0,tournament_1_79,79,1,1.79
tournament_1,2014-01-08,2014-01-17,9,rapid,徐先广,袁宪萍,2014-01-10,1.0,tournament_1_80,80,1,1.80
tournament_1,2014-01-08,2014-01-17,9,rapid,张安甜,魏兴,2014-01-10,1.0,tournament_1_81,81,1,1.81
tournament_1,2014-01-08,2014-01-17,9,rapid,李松江,吴秋,2014-01-10,0.0,tournament_1_82,82,1,1.82
tournament_1,2014-01-08,2014-01-17,9,rapid,王剑铭,梁扬,2014-01-10,1.0,tournament_1_83,83,1,1.83
tournament_1,2014-01-08,2014-01-17,9,rapid,吕亚光,张木兴,2014-01-10,1.0,tournament_1_84,84,1,1.84
tournament_1,2014-01-08,2014-01-17,9,rapid,李汶玲,谢庆麟,2014-01-10,0.0,tournament_1_85,85,1,1.85
tournament_1,2014-01-08,2014-01-17,9,rapid,王永赟,陈音亮,2014-01-10,0.5,tournament_1_86,86,1,1.86
tournament_1,2014-01-08,2014-01-17,9,rapid,钟弘存,范辰妮,2014-01-10,1.0,tournament_1_87,87,1,1.87
tournament_1,2014-01-08,2014-01-17,9,rapid,袁小昆,李嘉爵,2014-01-10,0.5,tournament_1_88,88,1,1.88
tournament_1,2014-01-08,2014-01-17,9,rapid,陈思刚,叶天英,2014-01-10,1.0,tournament_1_89,89,1,1.89
tournament_1,2014-01-08,2014-01-17,9,rapid,杨佩义,阎斯钧,2014-01-10,0.5,tournament_1_90,90,1,1.90
tournament_1,2014-01-08,2014-01-17,9,rapid,贾叶珍,郑新聪,2014-01-10,1.0,tournament_1_91,91,1,1.91
tournament_1,2014-01-08,2014-01-17,9,rapid,刘奇喜,吴昱明,2014-01-10,0.5,tournament_1_92,92,1,1.92
tournament_1,2014-01-08,2014-01-17,9,rapid,薛冠,朱有荣,2014-01-10,0.0,tournament_1_93,93,1,1.93
tournament_1,2014-01-08,2014-01-17,9,rapid,孟芳全,何驿艳,2014-01-10,1.0,tournament_1_94,94,1,1.94
tournament_1,2014-01-08,2014-01-17,9,rapid,董海非,殷小,2014-01-10,1.0,tournament_1_95,95,1,1.95
tournament_1,2014-01-08,2014-01-17,9,rapid,李琳华,齐慧智,2014-01-10,1.0,tournament_1_96,96,1,1.96
tournament_1,2014-01-08,2014-01-17,9,rapid,冯燕家,何建芝,2014-01-10,0.0,tournament_1_97,97,1,1.97
tournament_1,2014-01-08,2014-01-17,9,rapid,杨承,张燕,2014-01-10,0.0,tournament_1_98,98,1,1.98
tournament_1,2014-01-08,2014-01-17,9,rapid,张家懿,王千迅,2014-01-10,0.0,tournament_1_99,99,1,1.99
tournament_1,2014-01-08,2014-01-17,9,rapid,沈岚鸿,李文子,2014-01-11,1.0,tournament_1_100,100,1,1.100
tournament_1,2014-01-08,2014-01-17,9,rapid,刘星梅,张延营,2014-01-11,1.0,tournament_1_101,101,1,1.101
tournament_1,2014-01-08,2014-01-17,9,rapid,杨钰,范存妞,2014-01-11,0.0,tournament_1_102,102,1,1.102
tournament_1,2014-01-08,2014-01-17,9,rapid,曹灵缨,李守超,2014-01-11,1.0,tournament_1_103,103,1,1.103
tournament_1,2014-01-08,2014-01-17,9,rapid,刘晓鹏,陆桂姐,2014-01-11,1.0,tournament_1_104,104,1,1.104
tournament_1,2014-01-08,2014-01-17,9,rapid,谢庆麟,张志琼,2014-01-11,0.5,tournament_1_105,105,1,1.105
tournament_1,2014-01-08,2014-01-17,9,rapid,吴秋,刘宇福,2014-01-11,1.0,tournament_1_106,106,1,1.106
tournament_1,2014-01-08,2014-01-17,9,rapid,毛心磊,梁良,2014-01-11,0.5,tournament_1_107,107,1,1.107
tournament_1,2014-01-08,2014-01-17,9,rapid,李巧芸,毛均承,2014-01-11,0.0,tournament_1_108,108,1,1.108
tournament_1,2014-01-08,2014-01-17,9,rapid,方东,刘家坚,2014-01-11,1.0,tournament_1_109,109,1,1.109
tournament_1,2014-01-08,2014-01-17,9,rapid,张半植,杨莎强,2014-01-11,0.5,tournament_1_110,110,1,1.110
tournament_1,2014-01-08,2014-01-17,9,rapid,董玉波,徐先广,2014-01-11,0.0,tournament_1_111,111,1,1.111
tournament_1,2014-01-08,2014-01-17,9,rapid,彭国,张安甜,2014-01-11,1.0,tournament_1_112,112,1,1.112
tournament_1,2014-01-08,2014-01-17,9,rapid,王由航,王剑铭,2014-01-11,0.5,tournament_1_113,113,1,1.113
tournament_1,2014-01-08,2014-01-17,9,rapid,陈音亮,吕亚光,2014-01-11,0.0,tournament_1_114,114,1,1.114
tournament_1,2014-01-08,2014-01-17,9,rapid,朱有荣,钟弘存,2014-01-11,0.5,tournament_1_115,115,1,1.115
tournament_1,2014-01-08,2014-01-17,9,rapid,余冬春,陈思刚,2014-01-11,1.0,tournament_1_116,116,1,1.116
tournament_1,2014-01-08,2014-01-17,9,rapid,袁宪萍,刘先,2014-01-11,0.5,tournament_1_117,117,1,1.117
tournament_1,2014-01-08,2014-01-17,9,rapid,魏兴,杨燕波,2014-01-11,0.0,tournament_1_118,118,1,1.118
tournament_1,2014-01-08,2014-01-17,9,rapid,梁扬,王永赟,2014-01-11,0.5,tournament_1_119,119,1,1.119
tournament_1,2014-01-08,2014-01-17,9,rapid,张木兴,袁小昆,2014-01-11,1.0,tournament_1_120,120,1,1.120
tournament_1,2014-01-08,2014-01-17,9,rapid,李嘉爵,杨佩义,2014-01-11,0.5,tournament_1_121,121,1,1.121
tournament_1,2014-01-08,2014-01-17,9,rapid,阎斯钧,贾叶珍,2014-01-11,0.5,tournament_1_122,122,1,1.122
tournament_1,2014-01-08,2014-01-17,9,rapid,吴昱明,孟芳全,2014-01-11,1.0,tournament_1_123,123,1,1.123
tournament_1,2014-01-08,2014-01-17,9,rapid,何建芝,董海非,2014-01-11,0.5,tournament_1_124,124,1,1.124
tournament_1,2014-01-08,2014-01-17,9,rapid,张燕,李琳华,2014-01-11,0.5,tournament_1_125,125,1,1.125
tournament_1,2014-01-08,2014-01-17,9,rapid,范辰妮,李松江,2014-01-11,0.5,tournament_1_126,126,1,1.126
tournament_1,2014-01-08,2014-01-17,9,rapid,王千迅,李汶玲,2014-01-11,1.0,tournament_1_127,127,1,1.127
tournament_1,2014-01-08,2014-01-17,9,rapid,叶天英,刘奇喜,2014-01-11,1.0,tournament_1_128,128,1,1.128
tournament_1,2014-01-08,2014-01-17,9,rapid,郑新聪,薛冠,2014-01-11,0.0,tournament_1_129,129,1,1.129
tournament_1,2014-01-08,2014-01-17,9,rapid,何驿艳,冯燕家,2014-01-11,1.0,tournament_1_130,130,1,1.130
tournament_1,2014-01-08,2014-01-17,9,rapid,殷小,张家懿,2014-01-11,0.5,tournament_1_131,131,1,1.131
tournament_1,2014-01-08,2014-01-17,9,rapid,齐慧智,杨承,2014-01-11,1.0,tournament_1_132,132,1,1.132
tournament_1,2014-01-08,2014-01-17,9,rapid,范存妞,沈岚鸿,2014-01-12,0.5,tournament_1_133,133,1,1.133
tournament_1,2014-01-08,2014-01-17,9,rapid,毛均承,刘星梅,2014-01-12,0.5,tournament_1_134,134,1,1.134
tournament_1,2014-01-08,2014-01-17,9,rapid,李文子,曹灵缨,2014-01-12,0.0,tournament_1_135,135,1,1.135
tournament_1,2014-01-08,2014-01-17,9,rapid,张延营,刘晓鹏,2014-01-12,0.0,tournament_1_136,136,1,1.136
tournament_1,2014-01-08,2014-01-17,9,rapid,张志琼,方东,2014-01-12,0.5,tournament_1_137,137,1,1.137
tournament_1,2014-01-08,2014-01-17,9,rapid,梁良,吴秋,2014-01-12,1.0,tournament_1_138,138,1,1.138
tournament_1,2014-01-08,2014-01-17,9,rapid,徐先广,谢庆麟,2014-01-12,1.0,tournament_1_139,139,1,1.139
tournament_1,2014-01-08,2014-01-17,9,rapid,吕亚光,彭国,2014-01-12,0.5,tournament_1_140,140,1,1.140
tournament_1,2014-01-08,2014-01-17,9,rapid,李守超,毛心磊,2014-01-12,1.0,tournament_1_141,141,1,1.141
tournament_1,2014-01-08,2014-01-17,9,rapid,陆桂姐,杨钰,2014-01-12,1.0,tournament_1_142,142,1,1.142
tournament_1,2014-01-08,2014-01-17,9,rapid,刘宇福,张半植,2014-01-12,0.0,tournament_1_143,143,1,1.143
tournament_1,2014-01-08,2014-01-17,9,rapid,杨莎强,朱有荣,2014-01-12,1.0,tournament_1_144,144,1,1.144
tournament_1,2014-01-08,2014-01-17,9,rapid,王剑铭,余冬春,2014-01-12,0.5,tournament_1_145,145,1,1.145
tournament_1,2014-01-08,2014-01-17,9,rapid,钟弘存,王由航,2014-01-12,0.5,tournament_1_146,146,1,1.146
tournament_1,2014-01-08,2014-01-17,9,rapid,杨燕波,张木兴,2014-01-12,1.0,tournament_1_147,147,1,1.147
tournament_1,2014-01-08,2014-01-17,9,rapid,刘家坚,吴昱明,2014-01-12,0.0,tournament_1_148,148,1,1.148
tournament_1,2014-01-08,2014-01-17,9,rapid,张安甜,王千迅,2014-01-12,0.5,tournament_1_149,149,1,1.149
tournament_1,2014-01-08,2014-01-17,9,rapid,陈思刚,李巧芸,2014-01-12,0.5,tournament_1_150,150,1,1.150
tournament_1,2014-01-08,2014-01-17,9,rapid,刘先,董玉波,2014-01-12,1.0,tournament_1_151,151,1,1.151
tournament_1,2014-01-08,2014-01-17,9,rapid,王永赟,袁宪萍,2014-01-12,0.5,tournament_1_152,152,1,1.152
tournament_1,2014-01-08,2014-01-17,9,rapid,杨佩义,陈音亮,2014-01-12,1.0,tournament_1_153,153,1,1.153
tournament_1,2014-01-08,2014-01-17,9,rapid,贾叶珍,梁扬,2014-01-12,0.5,tournament_1_154,154,1,1.154
tournament_1,2014-01-08,2014-01-17,9,rapid,董海非,李嘉爵,2014-01-12,0.0,tournament_1_155,155,1,1.155
tournament_1,2014-01-08,2014-01-17,9,rapid,李琳华,阎斯钧,2014-01-12,0.5,tournament_1_156,156,1,1.156
tournament_1,2014-01-08,2014-01-17,9,rapid,袁小昆,何建芝,2014-01-12,0.0,tournament_1_157,157,1,1.157
tournament_1,2014-01-08,2014-01-17,9,rapid,孟芳全,张燕,2014-01-12,0.5,tournament_1_158,158,1,1.158
tournament_1,2014-01-08,2014-01-17,9,rapid,李松江,叶天英,2014-01-12,0.5,tournament_1_159,159,1,1.159
tournament_1,2014-01-08,2014-01-17,9,rapid,薛冠,何驿艳,2014-01-12,0.0,tournament_1_160,160,1,1.160
tournament_1,2014-01-08,2014-01-17,9,rapid,李汶玲,范辰妮,2014-01-12,1.0,tournament_1_161,161,1,1.161
tournament_1,2014-01-08,2014-01-17,9,rapid,刘奇喜,魏兴,2014-01-12,0.5,tournament_1_162,162,1,1.162
tournament_1,2014-01-08,2014-01-17,9,rapid,冯燕家,殷小,2014-01-12,1.0,tournament_1_163,163,1,1.163
tournament_1,2014-01-08,2014-01-17,9,rapid,张家懿,齐慧智,2014-01-12,0.5,tournament_1_164,164,1,1.164
tournament_1,2014-01-08,2014-01-17,9,rapid,杨承,郑新聪,2014-01-12,0.5,tournament_1_165,165,1,1.165
tournament_1,2014-01-08,2014-01-17,9,rapid,沈岚鸿,毛均承,2014-01-13,0.5,tournament_1_166,166,1,1.166
tournament_1,2014-01-08,2014-01-17,9,rapid,刘星梅,范存妞,2014-01-13,0.5,tournament_1_167,167,1,1.167
tournament_1,2014-01-08,2014-01-17,9,rapid,曹灵缨,梁良,2014-01-13,0.5,tournament_1_168,168,1,1.168
tournament_1,2014-01-08,2014-01-17,9,rapid,刘晓鹏,徐先广,2014-01-13,0.5,tournament_1_169,169,1,1.169
tournament_1,2014-01-08,2014-01-17,9,rapid,彭国,张志琼,2014-01-13,0.5,tournament_1_170,170,1,1.170
tournament_1,2014-01-08,2014-01-17,9,rapid,吴秋,吕亚光,2014-01-13,0.0,tournament_1_171,171,1,1.171
tournament_1,2014-01-08,2014-01-17,9,rapid,方东,李守超,2014-01-13,0.0,tournament_1_172,172,1,1.172
tournament_1,2014-01-08,2014-01-17,9,rapid,张半植,陆桂姐,2014-01-13,0.5,tournament_1_173,173,1,1.173
tournament_1,2014-01-08,2014-01-17,9,rapid,吴昱明,杨莎强,2014-01-13,0.5,tournament_1_174,174,1,1.174
tournament_1,2014-01-08,2014-01-17,9,rapid,谢庆麟,杨燕波,2014-01-13,1.0,tournament_1_175,175,1,1.175
tournament_1,2014-01-08,2014-01-17,9,rapid,王由航,李文子,2014-01-13,0.0,tournament_1_176,176,1,1.176
tournament_1,2014-01-08,2014-01-17,9,rapid,余冬春,张延营,2014-01-13,1.0,tournament_1_177,177,1,1.177
tournament_1,2014-01-08,2014-01-17,9,rapid,王千迅,王剑铭,2014-01-13,0.5,tournament_1_178,178,1,1.178
tournament_1,2014-01-08,2014-01-17,9,rapid,李嘉爵,钟弘存,2014-01-13,1.0,tournament_1_179,179,1,1.179
tournament_1,2014-01-08,2014-01-17,9,rapid,何建芝,刘先,2014-01-13,0.0,tournament_1_180,180,1,1.180
tournament_1,2014-01-08,2014-01-17,9,rapid,何驿艳,杨佩义,2014-01-13,0.5,tournament_1_181,181,1,1.181
tournament_1,2014-01-08,2014-01-17,9,rapid,杨钰,刘宇福,2014-01-13,0.5,tournament_1_182,182,1,1.182
tournament_1,2014-01-08,2014-01-17,9,rapid,毛心磊,张安甜,2014-01-13,0.5,tournament_1_183,183,1,1.183
tournament_1,2014-01-08,2014-01-17,9,rapid,朱有荣,陈思刚,2014-01-13,1.0,tournament_1_184,184,1,1.184
tournament_1,2014-01-08,2014-01-17,9,rapid,张木兴,王永赟,2014-01-13,0.5,tournament_1_185,185,1,1.185
tournament_1,2014-01-08,2014-01-17,9,rapid,李巧芸,贾叶珍,2014-01-13,0.0,tournament_1_186,186,1,1.186
tournament_1,2014-01-08,2014-01-17,9,rapid,袁宪萍,李琳华,2014-01-13,0.5,tournament_1_187,187,1,1.187
tournament_1,2014-01-08,2014-01-17,9,rapid,梁扬,刘家坚,2014-01-13,0.0,tournament_1_188,188,1,1.188
tournament_1,2014-01-08,2014-01-17,9,rapid,阎斯钧,董海非,2014-01-13,0.5,tournament_1_189,189,1,1.189
tournament_1,2014-01-08,2014-01-17,9,rapid,叶天英,孟芳全,2014-01-13,1.0,tournament_1_190,190,1,1.190
tournament_1,2014-01-08,2014-01-17,9,rapid,张燕,李松江,2014-01-13,1.0,tournament_1_191,191,1,1.191
tournament_1,2014-01-08,2014-01-17,9,rapid,董玉波,李汶玲,2014-01-13,0.5,tournament_1_192,192,1,1.192
tournament_1,2014-01-08,2014-01-17,9,rapid,陈音亮,袁小昆,2014-01-13,0.5,tournament_1_193,193,1,1.193
tournament_1,2014-01-08,2014-01-17,9,rapid,魏兴,薛冠,2014-01-13,0.5,tournament_1_194,194,1,1.194
tournament_1,2014-01-08,2014-01-17,9,rapid,齐慧智,刘奇喜,2014-01-13,0.5,tournament_1_195,195,1,1.195
tournament_1,2014-01-08,2014-01-17,9,rapid,范辰妮,张家懿,2014-01-13,0.5,tournament_1_196,196,1,1.196
tournament_1,2014-01-08,2014-01-17,9,rapid,殷小,杨承,2014-01-13,0.5,tournament_1_197,197,1,1.197
tournament_1,2014-01-08,2014-01-17,9,rapid,郑新聪,冯燕家,2014-01-13,0.5,tournament_1_198,198,1,1.198
tournament_1,2014-01-08,2014-01-17,9,rapid,梁良,沈岚鸿,2014-01-14,0.5,tournament_1_199,199,1,1.199
tournament_1,2014-01-08,2014-01-17,9,rapid,范存妞,刘晓鹏,2014-01-14,0.5,tournament_1_200,200,1,1.200
tournament_1,2014-01-08,2014-01-17,9,rapid,徐先广,刘星梅,2014-01-14,0.5,tournament_1_201,201,1,1.201
tournament_1,2014-01-08,2014-01-17,9,rapid,毛均承,曹灵缨,2014-01-14,1.0,tournament_1_202,202,1,1.202
tournament_1,2014-01-08,2014-01-17,9,rapid,吕亚光,张半植,2014-01-14,0.0,tournament_1_203,203,1,1.203
tournament_1,2014-01-08,2014-01-17,9,rapid,李守超,彭国,2014-01-14,0.5,tournament_1_204,204,1,1.204
tournament_1,2014-01-08,2014-01-17,9,rapid,张志琼,吴昱明,2014-01-14,1.0,tournament_1_205,205,1,1.205
tournament_1,2014-01-08,2014-01-17,9,rapid,陆桂姐,谢庆麟,2014-01-14,0.5,tournament_1_206,206,1,1.206
tournament_1,2014-01-08,2014-01-17,9,rapid,杨莎强,李嘉爵,2014-01-14,1.0,tournament_1_207,207,1,1.207
tournament_1,2014-01-08,2014-01-17,9,rapid,李文子,余冬春,2014-01-14,0.5,tournament_1_208,208,1,1.208
tournament_1,2014-01-08,2014-01-17,9,rapid,刘先,吴秋,2014-01-14,1.0,tournament_1_209,209,1,1.209
tournament_1,2014-01-08,2014-01-17,9,rapid,杨燕波,方东,2014-01-14,1.0,tournament_1_210,210,1,1.210
tournament_1,2014-01-08,2014-01-17,9,rapid,王剑铭,何驿艳,2014-01-14,1.0,tournament_1_211,211,1,1.211
tournament_1,2014-01-08,2014-01-17,9,rapid,杨佩义,朱有荣,2014-01-14,0.0,tournament_1_212,212,1,1.212
tournament_1,2014-01-08,2014-01-17,9,rapid,贾叶珍,王千迅,2014-01-14,1.0,tournament_1_213,213,1,1.213
tournament_1,2014-01-08,2014-01-17,9,rapid,张延营,王由航,2014-01-14,0.5,tournament_1_214,214,1,1.214
tournament_1,2014-01-08,2014-01-17,9,rapid,钟弘存,张燕,2014-01-14,0.5,tournament_1_215,215,1,1.215
tournament_1,2014-01-08,2014-01-17,9,rapid,刘宇福,叶天英,2014-01-14,0.5,tournament_1_216,216,1,1.216
tournament_1,2014-01-08,2014-01-17,9,rapid,张安甜,何建芝,2014-01-14,1.0,tournament_1_217,217,1,1.217
