name,start_date,end_date,tours,time_control,white,black,date,result,id,Pattern,Tournment_serial,series_no,dense_rank
tournament_1,2014-01-08,2014-01-17,9,rapid,杨钰,张安甜,2014-01-09,1.0,tournament_1_43,1_43,1,43,368
tournament_1,2014-01-08,2014-01-17,9,rapid,方东,李松江,2014-01-09,1.0,tournament_1_44,1_44,1,44,372
tournament_1,2014-01-08,2014-01-17,9,rapid,余冬春,梁良,2014-01-09,0.5,tournament_1_45,1_45,1,45,373
tournament_1,2014-01-08,2014-01-17,9,rapid,阎斯钧,李守超,2014-01-09,0.0,tournament_1_46,1_46,1,46,374
tournament_1,2014-01-08,2014-01-17,9,rapid,张半植,王剑铭,2014-01-09,1.0,tournament_1_47,1_47,1,47,375
tournament_1,2014-01-08,2014-01-17,9,rapid,董玉波,贾叶珍,2014-01-09,1.0,tournament_1_48,1_48,1,48,376
tournament_1,2014-01-08,2014-01-17,9,rapid,袁宪萍,吕亚光,2014-01-09,0.5,tournament_1_49,1_49,1,49,377
tournament_1,2014-01-08,2014-01-17,9,rapid,刘星梅,刘奇喜,2014-01-09,1.0,tournament_1_50,1_50,1,50,379
tournament_1,2014-01-08,2014-01-17,9,rapid,魏兴,李汶玲,2014-01-09,0.5,tournament_1_51,1_51,1,51,380
tournament_1,2014-01-08,2014-01-17,9,rapid,彭国,薛冠,2014-01-09,1.0,tournament_1_52,1_52,1,52,381
tournament_1,2014-01-08,2014-01-17,9,rapid,郑新聪,王永赟,2014-01-09,0.5,tournament_1_53,1_53,1,53,382
tournament_1,2014-01-08,2014-01-17,9,rapid,齐慧智,杨莎强,2014-01-09,0.0,tournament_1_54,1_54,1,54,383
tournament_1,2014-01-08,2014-01-17,9,rapid,吴秋,孟芳全,2014-01-09,1.0,tournament_1_55,1_55,1,55,384
tournament_1,2014-01-08,2014-01-17,9,rapid,吴昱明,钟弘存,2014-01-09,0.5,tournament_1_56,1_56,1,56,385
tournament_1,2014-01-08,2014-01-17,9,rapid,朱有荣,袁小昆,2014-01-09,0.5,tournament_1_57,1_57,1,57,386
tournament_1,2014-01-08,2014-01-17,9,rapid,何建芝,杨燕波,2014-01-09,0.0,tournament_1_58,1_58,1,58,387
tournament_1,2014-01-08,2014-01-17,9,rapid,何驿艳,陈思刚,2014-01-09,0.5,tournament_1_59,1_59,1,59,388
tournament_1,2014-01-08,2014-01-17,9,rapid,梁扬,董海非,2014-01-09,1.0,tournament_1_60,1_60,1,60,390
tournament_1,2014-01-08,2014-01-17,9,rapid,张燕,毛均承,2014-01-09,0.0,tournament_1_61,1_61,1,61,391
tournament_1,2014-01-08,2014-01-17,9,rapid,张木兴,冯燕家,2014-01-09,1.0,tournament_1_62,1_62,1,62,392
tournament_1,2014-01-08,2014-01-17,9,rapid,王千迅,杨佩义,2014-01-09,0.0,tournament_1_63,1_63,1,63,393
tournament_1,2014-01-08,2014-01-17,9,rapid,殷小,李琳华,2014-01-09,0.5,tournament_1_64,1_64,1,64,394
tournament_1,2014-01-08,2014-01-17,9,rapid,谢庆麟,杨承,2014-01-09,1.0,tournament_1_65,1_65,1,65,395
tournament_1,2014-01-08,2014-01-17,9,rapid,陈音亮,张家懿,2014-01-09,1.0,tournament_1_66,1_66,1,66,396
tournament_1,2014-01-08,2014-01-17,9,rapid,刘家坚,沈岚鸿,2014-01-10,0.0,tournament_1_67,1_67,1,67,397
tournament_1,2014-01-08,2014-01-17,9,rapid,范存妞,曹灵缨,2014-01-10,0.5,tournament_1_68,1_68,1,68,398
tournament_1,2014-01-08,2014-01-17,9,rapid,李文子,毛心磊,2014-01-10,1.0,tournament_1_69,1_69,1,69,399
tournament_1,2014-01-08,2014-01-17,9,rapid,张延营,李巧芸,2014-01-10,1.0,tournament_1_70,1_70,1,70,401
tournament_1,2014-01-08,2014-01-17,9,rapid,李守超,杨钰,2014-01-10,0.5,tournament_1_71,1_71,1,71,402
tournament_1,2014-01-08,2014-01-17,9,rapid,陆桂姐,方东,2014-01-10,1.0,tournament_1_72,1_72,1,72,403
tournament_1,2014-01-08,2014-01-17,9,rapid,张志琼,张半植,2014-01-10,1.0,tournament_1_73,1_73,1,73,404
tournament_1,2014-01-08,2014-01-17,9,rapid,刘宇福,董玉波,2014-01-10,1.0,tournament_1_74,1_74,1,74,405
tournament_1,2014-01-08,2014-01-17,9,rapid,刘先,刘星梅,2014-01-10,0.0,tournament_1_75,1_75,1,75,406
tournament_1,2014-01-08,2014-01-17,9,rapid,梁良,彭国,2014-01-10,1.0,tournament_1_76,1_76,1,76,407
tournament_1,2014-01-08,2014-01-17,9,rapid,杨莎强,王由航,2014-01-10,0.5,tournament_1_77,1_77,1,77,408
tournament_1,2014-01-08,2014-01-17,9,rapid,杨燕波,刘晓鹏,2014-01-10,0.0,tournament_1_78,1_78,1,78,409
tournament_1,2014-01-08,2014-01-17,9,rapid,毛均承,余冬春,2014-01-10,1.0,tournament_1_79,1_79,1,79,410
tournament_1,2014-01-08,2014-01-17,9,rapid,徐先广,袁宪萍,2014-01-10,1.0,tournament_1_80,1_80,1,80,412
tournament_1,2014-01-08,2014-01-17,9,rapid,张安甜,魏兴,2014-01-10,1.0,tournament_1_81,1_81,1,81,413
tournament_1,2014-01-08,2014-01-17,9,rapid,李松江,吴秋,2014-01-10,0.0,tournament_1_82,1_82,1,82,414
tournament_1,2014-01-08,2014-01-17,9,rapid,王剑铭,梁扬,2014-01-10,1.0,tournament_1_83,1_83,1,83,415
tournament_1,2014-01-08,2014-01-17,9,rapid,吕亚光,张木兴,2014-01-10,1.0,tournament_1_84,1_84,1,84,416
tournament_1,2014-01-08,2014-01-17,9,rapid,李汶玲,谢庆麟,2014-01-10,0.0,tournament_1_85,1_85,1,85,417
tournament_1,2014-01-08,2014-01-17,9,rapid,王永赟,陈音亮,2014-01-10,0.5,tournament_1_86,1_86,1,86,418
tournament_1,2014-01-08,2014-01-17,9,rapid,钟弘存,范辰妮,2014-01-10,1.0,tournament_1_87,1_87,1,87,419
tournament_1,2014-01-08,2014-01-17,9,rapid,袁小昆,李嘉爵,2014-01-10,0.5,tournament_1_88,1_88,1,88,420
tournament_1,2014-01-08,2014-01-17,9,rapid,陈思刚,叶天英,2014-01-10,1.0,tournament_1_89,1_89,1,89,421
tournament_1,2014-01-08,2014-01-17,9,rapid,杨佩义,阎斯钧,2014-01-10,0.5,tournament_1_90,1_90,1,90,423
tournament_1,2014-01-08,2014-01-17,9,rapid,贾叶珍,郑新聪,2014-01-10,1.0,tournament_1_91,1_91,1,91,424
tournament_1,2014-01-08,2014-01-17,9,rapid,刘奇喜,吴昱明,2014-01-10,0.5,tournament_1_92,1_92,1,92,425
tournament_1,2014-01-08,2014-01-17,9,rapid,薛冠,朱有荣,2014-01-10,0.0,tournament_1_93,1_93,1,93,426
tournament_1,2014-01-08,2014-01-17,9,rapid,孟芳全,何驿艳,2014-01-10,1.0,tournament_1_94,1_94,1,94,427
tournament_1,2014-01-08,2014-01-17,9,rapid,董海非,殷小,2014-01-10,1.0,tournament_1_95,1_95,1,95,428
tournament_1,2014-01-08,2014-01-17,9,rapid,李琳华,齐慧智,2014-01-10,1.0,tournament_1_96,1_96,1,96,429
tournament_1,2014-01-08,2014-01-17,9,rapid,冯燕家,何建芝,2014-01-10,0.0,tournament_1_97,1_97,1,97,430
tournament_1,2014-01-08,2014-01-17,9,rapid,杨承,张燕,2014-01-10,0.0,tournament_1_98,1_98,1,98,431
tournament_1,2014-01-08,2014-01-17,9,rapid,张家懿,王千迅,2014-01-10,0.0,tournament_1_99,1_99,1,99,432
tournament_1,2014-01-08,2014-01-17,9,rapid,沈岚鸿,李文子,2014-01-11,1.0,tournament_1_100,1_100,1,100,3
tournament_1,2014-01-08,2014-01-17,9,rapid,刘星梅,张延营,2014-01-11,1.0,tournament_1_101,1_101,1,101,4
tournament_1,2014-01-08,2014-01-17,9,rapid,杨钰,范存妞,2014-01-11,0.0,tournament_1_102,1_102,1,102,5
tournament_1,2014-01-08,2014-01-17,9,rapid,曹灵缨,李守超,2014-01-11,1.0,tournament_1_103,1_103,1,103,6
tournament_1,2014-01-08,2014-01-17,9,rapid,刘晓鹏,陆桂姐,2014-01-11,1.0,tournament_1_104,1_104,1,104,7
tournament_1,2014-01-08,2014-01-17,9,rapid,谢庆麟,张志琼,2014-01-11,0.5,tournament_1_105,1_105,1,105,8
tournament_1,2014-01-08,2014-01-17,9,rapid,吴秋,刘宇福,2014-01-11,1.0,tournament_1_106,1_106,1,106,9
tournament_1,2014-01-08,2014-01-17,9,rapid,毛心磊,梁良,2014-01-11,0.5,tournament_1_107,1_107,1,107,10
tournament_1,2014-01-08,2014-01-17,9,rapid,李巧芸,毛均承,2014-01-11,0.0,tournament_1_108,1_108,1,108,11
tournament_1,2014-01-08,2014-01-17,9,rapid,方东,刘家坚,2014-01-11,1.0,tournament_1_109,1_109,1,109,12
tournament_1,2014-01-08,2014-01-17,9,rapid,张半植,杨莎强,2014-01-11,0.5,tournament_1_110,1_110,1,110,14
tournament_1,2014-01-08,2014-01-17,9,rapid,董玉波,徐先广,2014-01-11,0.0,tournament_1_111,1_111,1,111,15
tournament_1,2014-01-08,2014-01-17,9,rapid,彭国,张安甜,2014-01-11,1.0,tournament_1_112,1_112,1,112,16
tournament_1,2014-01-08,2014-01-17,9,rapid,王由航,王剑铭,2014-01-11,0.5,tournament_1_113,1_113,1,113,17
tournament_1,2014-01-08,2014-01-17,9,rapid,陈音亮,吕亚光,2014-01-11,0.0,tournament_1_114,1_114,1,114,18
tournament_1,2014-01-08,2014-01-17,9,rapid,朱有荣,钟弘存,2014-01-11,0.5,tournament_1_115,1_115,1,115,19
tournament_1,2014-01-08,2014-01-17,9,rapid,余冬春,陈思刚,2014-01-11,1.0,tournament_1_116,1_116,1,116,20
tournament_1,2014-01-08,2014-01-17,9,rapid,袁宪萍,刘先,2014-01-11,0.5,tournament_1_117,1_117,1,117,21
tournament_1,2014-01-08,2014-01-17,9,rapid,魏兴,杨燕波,2014-01-11,0.0,tournament_1_118,1_118,1,118,22
tournament_1,2014-01-08,2014-01-17,9,rapid,梁扬,王永赟,2014-01-11,0.5,tournament_1_119,1_119,1,119,23
tournament_1,2014-01-08,2014-01-17,9,rapid,张木兴,袁小昆,2014-01-11,1.0,tournament_1_120,1_120,1,120,25
tournament_1,2014-01-08,2014-01-17,9,rapid,李嘉爵,杨佩义,2014-01-11,0.5,tournament_1_121,1_121,1,121,26
tournament_1,2014-01-08,2014-01-17,9,rapid,阎斯钧,贾叶珍,2014-01-11,0.5,tournament_1_122,1_122,1,122,27
tournament_1,2014-01-08,2014-01-17,9,rapid,吴昱明,孟芳全,2014-01-11,1.0,tournament_1_123,1_123,1,123,28
tournament_1,2014-01-08,2014-01-17,9,rapid,何建芝,董海非,2014-01-11,0.5,tournament_1_124,1_124,1,124,29
tournament_1,2014-01-08,2014-01-17,9,rapid,张燕,李琳华,2014-01-11,0.5,tournament_1_125,1_125,1,125,30
tournament_1,2014-01-08,2014-01-17,9,rapid,范辰妮,李松江,2014-01-11,0.5,tournament_1_126,1_126,1,126,31
tournament_1,2014-01-08,2014-01-17,9,rapid,王千迅,李汶玲,2014-01-11,1.0,tournament_1_127,1_127,1,127,32
tournament_1,2014-01-08,2014-01-17,9,rapid,叶天英,刘奇喜,2014-01-11,1.0,tournament_1_128,1_128,1,128,33
tournament_1,2014-01-08,2014-01-17,9,rapid,郑新聪,薛冠,2014-01-11,0.0,tournament_1_129,1_129,1,129,34
tournament_1,2014-01-08,2014-01-17,9,rapid,何驿艳,冯燕家,2014-01-11,1.0,tournament_1_130,1_130,1,130,36
tournament_1,2014-01-08,2014-01-17,9,rapid,殷小,张家懿,2014-01-11,0.5,tournament_1_131,1_131,1,131,37
tournament_1,2014-01-08,2014-01-17,9,rapid,齐慧智,杨承,2014-01-11,1.0,tournament_1_132,1_132,1,132,38
tournament_1,2014-01-08,2014-01-17,9,rapid,范存妞,沈岚鸿,2014-01-12,0.5,tournament_1_133,1_133,1,133,39
tournament_1,2014-01-08,2014-01-17,9,rapid,毛均承,刘星梅,2014-01-12,0.5,tournament_1_134,1_134,1,134,40
tournament_1,2014-01-08,2014-01-17,9,rapid,李文子,曹灵缨,2014-01-12,0.0,tournament_1_135,1_135,1,135,41
tournament_1,2014-01-08,2014-01-17,9,rapid,张延营,刘晓鹏,2014-01-12,0.0,tournament_1_136,1_136,1,136,42
tournament_1,2014-01-08,2014-01-17,9,rapid,张志琼,方东,2014-01-12,0.5,tournament_1_137,1_137,1,137,43
tournament_1,2014-01-08,2014-01-17,9,rapid,梁良,吴秋,2014-01-12,1.0,tournament_1_138,1_138,1,138,44
tournament_1,2014-01-08,2014-01-17,9,rapid,徐先广,谢庆麟,2014-01-12,1.0,tournament_1_139,1_139,1,139,45
tournament_1,2014-01-08,2014-01-17,9,rapid,吕亚光,彭国,2014-01-12,0.5,tournament_1_140,1_140,1,140,47
tournament_1,2014-01-08,2014-01-17,9,rapid,李守超,毛心磊,2014-01-12,1.0,tournament_1_141,1_141,1,141,48
tournament_1,2014-01-08,2014-01-17,9,rapid,陆桂姐,杨钰,2014-01-12,1.0,tournament_1_142,1_142,1,142,49
tournament_1,2014-01-08,2014-01-17,9,rapid,刘宇福,张半植,2014-01-12,0.0,tournament_1_143,1_143,1,143,50
tournament_1,2014-01-08,2014-01-17,9,rapid,杨莎强,朱有荣,2014-01-12,1.0,tournament_1_144,1_144,1,144,51
tournament_1,2014-01-08,2014-01-17,9,rapid,王剑铭,余冬春,2014-01-12,0.5,tournament_1_145,1_145,1,145,52
tournament_1,2014-01-08,2014-01-17,9,rapid,钟弘存,王由航,2014-01-12,0.5,tournament_1_146,1_146,1,146,53
tournament_1,2014-01-08,2014-01-17,9,rapid,杨燕波,张木兴,2014-01-12,1.0,tournament_1_147,1_147,1,147,54
tournament_1,2014-01-08,2014-01-17,9,rapid,刘家坚,吴昱明,2014-01-12,0.0,tournament_1_148,1_148,1,148,55
tournament_1,2014-01-08,2014-01-17,9,rapid,张安甜,王千迅,2014-01-12,0.5,tournament_1_149,1_149,1,149,56
tournament_1,2014-01-08,2014-01-17,9,rapid,陈思刚,李巧芸,2014-01-12,0.5,tournament_1_150,1_150,1,150,58
tournament_1,2014-01-08,2014-01-17,9,rapid,刘先,董玉波,2014-01-12,1.0,tournament_1_151,1_151,1,151,59
tournament_1,2014-01-08,2014-01-17,9,rapid,王永赟,袁宪萍,2014-01-12,0.5,tournament_1_152,1_152,1,152,60
tournament_1,2014-01-08,2014-01-17,9,rapid,杨佩义,陈音亮,2014-01-12,1.0,tournament_1_153,1_153,1,153,61
tournament_1,2014-01-08,2014-01-17,9,rapid,贾叶珍,梁扬,2014-01-12,0.5,tournament_1_154,1_154,1,154,62
tournament_1,2014-01-08,2014-01-17,9,rapid,董海非,李嘉爵,2014-01-12,0.0,tournament_1_155,1_155,1,155,63
tournament_1,2014-01-08,2014-01-17,9,rapid,李琳华,阎斯钧,2014-01-12,0.5,tournament_1_156,1_156,1,156,64
tournament_1,2014-01-08,2014-01-17,9,rapid,袁小昆,何建芝,2014-01-12,0.0,tournament_1_157,1_157,1,157,65
tournament_1,2014-01-08,2014-01-17,9,rapid,孟芳全,张燕,2014-01-12,0.5,tournament_1_158,1_158,1,158,66
tournament_1,2014-01-08,2014-01-17,9,rapid,李松江,叶天英,2014-01-12,0.5,tournament_1_159,1_159,1,159,67
tournament_1,2014-01-08,2014-01-17,9,rapid,薛冠,何驿艳,2014-01-12,0.0,tournament_1_160,1_160,1,160,69
tournament_1,2014-01-08,2014-01-17,9,rapid,李汶玲,范辰妮,2014-01-12,1.0,tournament_1_161,1_161,1,161,70
tournament_1,2014-01-08,2014-01-17,9,rapid,刘奇喜,魏兴,2014-01-12,0.5,tournament_1_162,1_162,1,162,71
tournament_1,2014-01-08,2014-01-17,9,rapid,冯燕家,殷小,2014-01-12,1.0,tournament_1_163,1_163,1,163,72
tournament_1,2014-01-08,2014-01-17,9,rapid,张家懿,齐慧智,2014-01-12,0.5,tournament_1_164,1_164,1,164,73
tournament_1,2014-01-08,2014-01-17,9,rapid,杨承,郑新聪,2014-01-12,0.5,tournament_1_165,1_165,1,165,74
tournament_1,2014-01-08,2014-01-17,9,rapid,沈岚鸿,毛均承,2014-01-13,0.5,tournament_1_166,1_166,1,166,75
tournament_1,2014-01-08,2014-01-17,9,rapid,刘星梅,范存妞,2014-01-13,0.5,tournament_1_167,1_167,1,167,76
tournament_1,2014-01-08,2014-01-17,9,rapid,曹灵缨,梁良,2014-01-13,0.5,tournament_1_168,1_168,1,168,77
tournament_1,2014-01-08,2014-01-17,9,rapid,刘晓鹏,徐先广,2014-01-13,0.5,tournament_1_169,1_169,1,169,78
tournament_1,2014-01-08,2014-01-17,9,rapid,彭国,张志琼,2014-01-13,0.5,tournament_1_170,1_170,1,170,80
tournament_1,2014-01-08,2014-01-17,9,rapid,吴秋,吕亚光,2014-01-13,0.0,tournament_1_171,1_171,1,171,81
tournament_1,2014-01-08,2014-01-17,9,rapid,方东,李守超,2014-01-13,0.0,tournament_1_172,1_172,1,172,82
tournament_1,2014-01-08,2014-01-17,9,rapid,张半植,陆桂姐,2014-01-13,0.5,tournament_1_173,1_173,1,173,83
tournament_1,2014-01-08,2014-01-17,9,rapid,吴昱明,杨莎强,2014-01-13,0.5,tournament_1_174,1_174,1,174,84
tournament_1,2014-01-08,2014-01-17,9,rapid,谢庆麟,杨燕波,2014-01-13,1.0,tournament_1_175,1_175,1,175,85
tournament_1,2014-01-08,2014-01-17,9,rapid,王由航,李文子,2014-01-13,0.0,tournament_1_176,1_176,1,176,86
tournament_1,2014-01-08,2014-01-17,9,rapid,余冬春,张延营,2014-01-13,1.0,tournament_1_177,1_177,1,177,87
tournament_1,2014-01-08,2014-01-17,9,rapid,王千迅,王剑铭,2014-01-13,0.5,tournament_1_178,1_178,1,178,88
tournament_1,2014-01-08,2014-01-17,9,rapid,李嘉爵,钟弘存,2014-01-13,1.0,tournament_1_179,1_179,1,179,89
tournament_1,2014-01-08,2014-01-17,9,rapid,何建芝,刘先,2014-01-13,0.0,tournament_1_180,1_180,1,180,91
tournament_1,2014-01-08,2014-01-17,9,rapid,何驿艳,杨佩义,2014-01-13,0.5,tournament_1_181,1_181,1,181,92
tournament_1,2014-01-08,2014-01-17,9,rapid,杨钰,刘宇福,2014-01-13,0.5,tournament_1_182,1_182,1,182,93
tournament_1,2014-01-08,2014-01-17,9,rapid,毛心磊,张安甜,2014-01-13,0.5,tournament_1_183,1_183,1,183,94
tournament_1,2014-01-08,2014-01-17,9,rapid,朱有荣,陈思刚,2014-01-13,1.0,tournament_1_184,1_184,1,184,95
tournament_1,2014-01-08,2014-01-17,9,rapid,张木兴,王永赟,2014-01-13,0.5,tournament_1_185,1_185,1,185,96
tournament_1,2014-01-08,2014-01-17,9,rapid,李巧芸,贾叶珍,2014-01-13,0.0,tournament_1_186,1_186,1,186,97
tournament_1,2014-01-08,2014-01-17,9,rapid,袁宪萍,李琳华,2014-01-13,0.5,tournament_1_187,1_187,1,187,98
tournament_1,2014-01-08,2014-01-17,9,rapid,梁扬,刘家坚,2014-01-13,0.0,tournament_1_188,1_188,1,188,99
tournament_1,2014-01-08,2014-01-17,9,rapid,阎斯钧,董海非,2014-01-13,0.5,tournament_1_189,1_189,1,189,100
tournament_1,2014-01-08,2014-01-17,9,rapid,叶天英,孟芳全,2014-01-13,1.0,tournament_1_190,1_190,1,190,102
tournament_1,2014-01-08,2014-01-17,9,rapid,张燕,李松江,2014-01-13,1.0,tournament_1_191,1_191,1,191,103
tournament_1,2014-01-08,2014-01-17,9,rapid,董玉波,李汶玲,2014-01-13,0.5,tournament_1_192,1_192,1,192,104
tournament_1,2014-01-08,2014-01-17,9,rapid,陈音亮,袁小昆,2014-01-13,0.5,tournament_1_193,1_193,1,193,105
tournament_1,2014-01-08,2014-01-17,9,rapid,魏兴,薛冠,2014-01-13,0.5,tournament_1_194,1_194,1,194,106
tournament_1,2014-01-08,2014-01-17,9,rapid,齐慧智,刘奇喜,2014-01-13,0.5,tournament_1_195,1_195,1,195,107
tournament_1,2014-01-08,2014-01-17,9,rapid,范辰妮,张家懿,2014-01-13,0.5,tournament_1_196,1_196,1,196,108
tournament_1,2014-01-08,2014-01-17,9,rapid,殷小,杨承,2014-01-13,0.5,tournament_1_197,1_197,1,197,109
tournament_1,2014-01-08,2014-01-17,9,rapid,郑新聪,冯燕家,2014-01-13,0.5,tournament_1_198,1_198,1,198,110
tournament_1,2014-01-08,2014-01-17,9,rapid,梁良,沈岚鸿,2014-01-14,0.5,tournament_1_199,1_199,1,199,111
tournament_1,2014-01-08,2014-01-17,9,rapid,范存妞,刘晓鹏,2014-01-14,0.5,tournament_1_200,1_200,1,200,114
tournament_1,2014-01-08,2014-01-17,9,rapid,徐先广,刘星梅,2014-01-14,0.5,tournament_1_201,1_201,1,201,115
tournament_1,2014-01-08,2014-01-17,9,rapid,毛均承,曹灵缨,2014-01-14,1.0,tournament_1_202,1_202,1,202,116
tournament_1,2014-01-08,2014-01-17,9,rapid,吕亚光,张半植,2014-01-14,0.0,tournament_1_203,1_203,1,203,117
tournament_1,2014-01-08,2014-01-17,9,rapid,李守超,彭国,2014-01-14,0.5,tournament_1_204,1_204,1,204,118
tournament_1,2014-01-08,2014-01-17,9,rapid,张志琼,吴昱明,2014-01-14,1.0,tournament_1_205,1_205,1,205,119
tournament_1,2014-01-08,2014-01-17,9,rapid,陆桂姐,谢庆麟,2014-01-14,0.5,tournament_1_206,1_206,1,206,120
tournament_1,2014-01-08,2014-01-17,9,rapid,杨莎强,李嘉爵,2014-01-14,1.0,tournament_1_207,1_207,1,207,121
tournament_1,2014-01-08,2014-01-17,9,rapid,李文子,余冬春,2014-01-14,0.5,tournament_1_208,1_208,1,208,122
tournament_1,2014-01-08,2014-01-17,9,rapid,刘先,吴秋,2014-01-14,1.0,tournament_1_209,1_209,1,209,123
tournament_1,2014-01-08,2014-01-17,9,rapid,杨燕波,方东,2014-01-14,1.0,tournament_1_210,1_210,1,210,125
